Complaint Name,Project,Country,IAM,Bank,External ID,Status,Filer,IFI Support,Sector,Issues,Description,Compliance Report Issued,Non-Compliance Found,Filing Date,Registration Start,Registration End,Registration Status,"If no Registration, why?",Eligibility Start,Eligibility End,Eligibility Status,"If No Eligibility, Why?",Dispute Resolution Start,Dispute Resolution End,Dispute Resolution Status,"If No DR, Why?",Compliance Review Start,Compliance Review End,Compliance Review Status,"If No CR, Why?",Monitoring Start,Monitoring End,Monitoring Status,"If No Monitoring, Why?",Date Closed
Tbilisi Railway Bypass 2,Tbilisi Railway Bypass,Georgia,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,2011/02,Closed With Results,,Project/investment lending,Infrastructure,"Consultation and disclosure, Due diligence, Other, Other community health and safety issues, Pollution, Water",,TRUE,FALSE,3/7/11,3/7/11,3/14/11,closed_with_outcome,,3/14/11,9/23/11,closed_with_outcome,,9/23/11,11/23/11,closed_without_outcome,,9/23/11,7/23/12,closed_with_outcome,,,,not_undertaken,Case closed in earlier stage,7/31/12
Tbilisi Railway Bypass 3,Tbilisi Railway Bypass,Georgia,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,2011/03,Closed With Results,,Project/investment lending,Infrastructure,Displacement (physical and/or economic),,TRUE,FALSE,3/8/11,3/8/11,3/14/11,closed_with_outcome,,3/14/11,9/23/11,closed_with_outcome,,9/23/11,11/23/11,closed_without_outcome,,9/23/11,7/23/12,closed_with_outcome,,,,not_undertaken,Case closed in earlier stage,7/31/12
Tbilisi Railway Bypass 4,Tbilisi Railway Bypass,Georgia,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,2011/04,Closed Without Results,,Project/investment lending,Infrastructure,Other community health and safety issues,,FALSE,FALSE,3/16/11,3/16/11,3/24/11,closed_with_outcome,,3/24/11,9/23/11,closed_with_outcome,,9/23/11,11/23/11,closed_without_outcome,,,,not_undertaken,Not desired by complainant,,,not_undertaken,Case closed in earlier stage,11/30/11
Tecnosul-01/Ica,Tecnosul-01/Ica,Peru,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_27,Closed Without Results,,No IFI involvement,Chemicals,Other,,FALSE,FALSE,11/1/06,,,not_undertaken,,11/1/06,1/31/07,closed_without_outcome,Outside of mandate,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,1/31/07
Terminal Contenedores Cadiz,Terminal Contenedores Cadiz,Spain,EIB Complaints Mechanism,European Investment Bank,SG/E/2011/18,Closed Without Results,,Project/investment lending,Infrastructure,"Consultation and disclosure, Due diligence, Other environmental",,FALSE,FALSE,1/3/12,1/3/12,,closed_with_outcome,,,,closed_with_outcome,,,,not_undertaken,Mechanism deemed involvement unnecessary,8/3/12,1/31/12,closed_with_outcome,,,,not_undertaken,Case closed in earlier stage,1/31/12
Terminal Contenedores Cadiz 2,Terminal Contenedores Cadiz,Spain,EIB Complaints Mechanism,European Investment Bank,SG/E/2013/03/Confirmatory,Closed Without Results,,Project/investment lending,Infrastructure,Other environmental,,FALSE,FALSE,7/16/13,7/16/13,,closed_with_outcome,,,11/30/13,closed_without_outcome,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,11/30/13
Termoelectrica del Golfo Project,Termoelectrica del Golfo Project,Mexico,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,ME-MICI001-2011,Closed Without Results,,Project/investment lending,Energy,"Livelihoods, Other community health and safety issues, Water",,FALSE,FALSE,6/27/11,6/27/11,7/28/11,closed_with_outcome,,7/28/11,12/31/11,closed_without_outcome,Issues previously raised,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,12/31/11
Termovalorizzatore Firenze,Termovalorizzatore Firenze,Italy,EIB Complaints Mechanism,European Investment Bank,SG/E/2015/06/PR,Closed With Results Outside Process,,Project/investment lending,"Energy, Infrastructure",Due diligence,,FALSE,FALSE,4/28/15,4/28/15,,closed_with_outcome,,,,closed_with_outcome,,,,not_undertaken,Unknown,,5/31/15,closed_with_outcome,,,,not_undertaken,Case closed in earlier stage,5/31/15
Termovalorizzatore Firenze 2,"Termovalorizzatore, Firenze",Italy,EIB Complaints Mechanism,European Investment Bank,SG/E/2015/06/PRSG/E/2015/08,Active,,Project/investment lending,"Energy, Infrastructure",Other,,FALSE,FALSE,5/27/15,5/27/15,,closed_with_outcome,,,,closed_with_outcome,,,,,,,,,,,,,,
The Nairobi River Rehabilitation and Restoration Program: Sewerage Improvement Project,The Nairobi River Rehabilitation and Restoration Program: Sewerage Improvement Project,Kenya,AfDB Independent Review Mechanism,African Development Bank,RQ2015/3,Active,,Project/investment lending,Infrastructure,"Consultation and disclosure, Displacement (physical and/or economic), Other community health and safety issues, Property damage, Water",,FALSE,FALSE,6/11/15,6/11/15,7/9/15,closed_with_outcome,,7/9/15,,closed_without_outcome,,,,,,,,,,,,,,
Thermal Power Plant Sostanj,Thermal Power Plant Sostanj,Slovenia,EIB Complaints Mechanism,European Investment Bank,SG/A/2012/01/PR,Closed Without Results,,,Energy,Consultation and disclosure,,FALSE,FALSE,5/3/12,5/3/12,,closed_with_outcome,,,5/31/12,closed_without_outcome,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,5/31/12
Thilawa Special Economic Zone (Class-A Area) Development Project,Thilawa Special Economic Zone (Class-A Area) Development Project,Myanmar,JICA Examiner for Environmental Guidelines,Japan International Cooperation Agency,myanmar_01,Closed With Results,,Project/investment lending,"Infrastructure, Manufacturing","Displacement (physical and/or economic), Livelihoods, Other, Water",,TRUE,FALSE,6/2/14,6/2/14,6/6/14,closed_with_outcome,,6/6/14,7/4/14,closed_with_outcome,,,,not_undertaken,Unknown,7/5/14,11/5/14,closed_with_outcome,,,,not_undertaken,Case closed in earlier stage,12/31/14
"Third Employment, Entrepreneurship and Human Capital Development Policy Loan (not registered)","Third Employment, Entrepreneurship and Human Capital Development Policy Loan (not registered)",Poland,WB Inspection Panel,World Bank,68,Closed Without Results,,Project/investment lending,Other,Other,,FALSE,FALSE,6/14/10,6/14/10,7/31/10,closed_without_outcome,,,,not_undertaken,Outside of mandate,,,not_undertaken,Not offered by mechanism,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,7/31/10
"Third Power Project, Fourth Power Project, and proposed Bujagali Hydropower Project","Third Power Project, Fourth Power Project, and proposed Bujagali Hydropower Project",Uganda,WB Inspection Panel,World Bank,24,Closed With Results,,Project/investment lending,"Energy, Infrastructure","Consultation and disclosure, Displacement (physical and/or economic), Due diligence, Livelihoods, Other",,TRUE,TRUE,7/27/01,7/27/01,8/7/01,closed_with_outcome,,8/7/01,10/10/01,closed_with_outcome,,,,not_undertaken,Not offered by mechanism,10/10/01,6/10/02,closed_with_outcome,,,,not_undertaken,Mechanism deemed involvement unnecessary,6/30/02
Togo LCT-01/Lome,Togo LCT-01/Lome,Togo,IFC Compliance Advisor/Ombudsman,IFC/MIGA,232,Active,,Project/investment lending,Infrastructure,"Displacement (physical and/or economic), Due diligence, Livelihoods, Other environmental, Other retaliation (actual or feared)",,TRUE,TRUE,3/9/15,,,not_undertaken,,3/9/15,3/1/15,closed_with_outcome,,,,not_undertaken,Actor(s) involved refused to participate,11/10/15,10/20/16,closed_with_outcome,,10/20/16,,in_progress,,
Torun Bridge,Torun Bridge,Poland,EIB Complaints Mechanism,European Investment Bank,SG/E/2010/15,Closed Without Results,,Project/investment lending,Infrastructure,"Due diligence, Other, Other environmental",,FALSE,FALSE,10/19/10,10/19/10,,closed_with_outcome,,,,closed_with_outcome,,,,not_undertaken,Mechanism deemed involvement unnecessary,7/1/11,8/1/11,in_progress,,11/28/12,7/31/11,closed_with_outcome,N/A,8/1/11
Training Program for Women Heads of Household,Training Program for Women Heads of Household,Colombia,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,MICI-CO-2011-018,Closed Without Results,,,Other,Other,,FALSE,FALSE,6/1/11,6/1/11,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,
Transit Roads V Lot 17,Transit Roads V Lot 17,Bulgaria,EIB Complaints Mechanism,European Investment Bank,SG/E/2012/13,Closed Without Results,,Project/investment lending,Other,"Due diligence, Other",,FALSE,FALSE,12/14/12,12/14/12,,closed_with_outcome,,,,closed_with_outcome,"Outside of mandate, Outside of mandate",,,not_undertaken,Mechanism deemed involvement unnecessary,,6/30/14,closed_with_outcome,,,,not_undertaken,Case closed in earlier stage,6/30/14
Transitional Support for Economic Recovery Credit and Emergency Economic and Social Reunification Support Project,Transitional Support for Economic Recovery Credit and Emergency Economic and Social Reunification Support Project,Democratic Republic of Congo,WB Inspection Panel,World Bank,37,Closed With Results,,Project/investment lending,"Forestry, Regulatory Development","Consultation and disclosure, Cultural heritage, Due diligence, Human rights, Indigenous peoples, Other environmental",,TRUE,TRUE,11/19/05,11/19/05,12/1/05,closed_with_outcome,,12/1/05,2/16/06,closed_with_outcome,,,,not_undertaken,Not offered by mechanism,2/16/06,1/16/08,closed_with_outcome,,1/15/08,5/15/12,closed_with_outcome,,5/31/12
Transmission System Support in Paraguay,Transmission System Support in Paraguay,Paraguay,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,MICI-PR-2015-0086,Closed Without Results,,Project/investment lending,Energy,Other,,FALSE,FALSE,1/2/15,1/2/15,1/8/15,closed_without_outcome,,1/8/15,,not_undertaken,Outside of mandate,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,1/31/15
Transport Lending Policy,Transport Lending Policy,Unknown,EIB Complaints Mechanism,European Investment Bank,SG/E/2008/06,Closed With Results,,,Other,Consultation and disclosure,,TRUE,TRUE,11/7/08,11/7/08,11/17/08,closed_with_outcome,,11/17/08,12/1/08,closed_with_outcome,,,,not_undertaken,Mechanism deemed involvement unnecessary,2/1/09,4/1/09,closed_with_outcome,,4/15/09,4/30/09,closed_with_outcome,,4/30/09
Transport Sector Development Project - Additional Financing,Transport Sector Development Project - Additional Financing,Uganda,WB Inspection Panel,World Bank,98,Active,,Project/investment lending,Infrastructure,Other,,TRUE,TRUE,12/19/14,12/19/14,9/28/15,closed_with_outcome,,9/28/15,,closed_without_outcome,,,,,,2/1/16,10/13/16,closed_with_outcome,,10/13/16,,in_progress,,
Tsodilo-01/Badplaas,Tsodilo-01/Badplaas,South Africa,IFC Compliance Advisor/Ombudsman,IFC/MIGA,203,Closed Without Results,,Equity Investment,"Extractives (oil, gas, mining)","Biodiversity, Consultation and disclosure, Cultural heritage, Livelihoods, Pollution",,FALSE,FALSE,4/22/13,,,not_undertaken,,4/22/13,5/1/13,closed_with_outcome,,,,not_undertaken,Actor(s) involved refused to participate,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,8/31/14
"Tullow Oil, Kosmos Energy & Jubilee FPSO-01/CAO Vice President Request","Tullow Oil, Kosmos Energy & Jubilee FPSO-01/CAO Vice President Request",Ghana,IFC Compliance Advisor/Ombudsman,IFC/MIGA,166,Closed Without Results,,"Equity Investment, Project/investment lending","Extractives (oil, gas, mining)","Due diligence, Other community health and safety issues, Pollution",,FALSE,FALSE,8/19/10,,,not_undertaken,,8/19/10,,closed_with_outcome,,,,not_undertaken,Not offered by mechanism,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,6/30/11
Turk Traktor,Turk Traktor,Turkey,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,2015/03,Closed With Results,,Project/investment lending,Manufacturing,Labor,,TRUE,TRUE,9/2/15,9/2/15,9/11/15,closed_with_outcome,,9/11/15,12/9/15,closed_with_outcome,,,,,,1/4/16,4/11/17,closed_with_outcome,,,,,,
Twin City Centrum,Twin City Centrum,Pakistan,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_43,Closed Without Results,,,Other,Other,,FALSE,FALSE,10/1/09,,,not_undertaken,,10/1/09,10/31/09,closed_without_outcome,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,10/31/09
UHG-ADM-01/ Turkey,UHG-ADM-01/ Turkey,Turkey,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_63,Closed Without Results,,,Other,Other,,FALSE,FALSE,5/1/12,,,not_undertaken,,5/1/12,6/30/12,closed_without_outcome,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,6/30/12
Ukrainian Agribusiness,MHP Agribusiness Projects,Ukraine,IFC Compliance Advisor/Ombudsman,IFC/MIGA,,Active,,,Agribusiness,Other,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,
Unknown ADB 1,Unknown ADB,Unknown,ADB Special Project Facilitator and Compliance Review Panel,Asian Development Bank,no_id_25_37,Closed Without Results,,,Other,Procurement,,FALSE,FALSE,4/9/15,4/9/15,4/14/15,closed_with_outcome,,4/14/15,4/30/15,closed_without_outcome,"Forwarded to other body within bank, Outside of mandate",,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,4/30/15
Unknown ADB 2,Unknown ADB,India,ADB Special Project Facilitator and Compliance Review Panel,Asian Development Bank,no_id_25_41,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/1/15,7/1/15,7/1/15,closed_with_outcome,,7/1/15,7/31/15,closed_without_outcome,Outside of mandate,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,7/31/15
Unknown ADB 3,Unknown ADB,Pakistan,ADB Special Project Facilitator and Compliance Review Panel,Asian Development Bank,no_id_25_43,Closed Without Results,,,Other,Procurement,,FALSE,FALSE,8/3/15,8/3/15,8/3/15,closed_with_outcome,,8/3/15,8/31/15,closed_without_outcome,"Forwarded to other body within bank, Outside of mandate",,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,8/31/15
